,property_type,society,sector,price,persf_area,area,areaWithType,bedroom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
1255,flat,emaar palm gardens,sector 83,1.76,9263.0,1900.03,Super Built up area 1900(176.52 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,North-West,Relatively New,1900.0,1500.0,1240.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,633.3433333333334
1256,flat,emaar palm gardens,sector 83,1.76,9263.0,1900.03,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,5.0,South-East,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,1.0,174.0,633.3433333333334
1257,flat,godrej frontier,sector 80,1.4,6189.0,2262.08,Super Built up area 2262(210.15 sq.m.)Built Up area: 1854 sq.ft. (172.24 sq.m.)Carpet area: 1576 sq.ft. (146.42 sq.m.),3.0,4.0,2,10.0,North-West,Moderately Old,2262.0,1854.0,1576.0,0.0,0.0,1.0,1.0,0.0,0.0,111.0,754.0266666666666
1258,flat,godrej frontier,sector 80,1.1,5705.0,1928.13,Super Built up area 1928(179.12 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1391 sq.ft. (129.23 sq.m.),3.0,3.0,3,8.0,North-West,Moderately Old,1928.0,1580.0,1391.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0,642.71
1259,flat,dlf the ultima,sector 81,2.45,11491.0,2132.1,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2,9.0,South-East,Relatively New,2132.0,1800.0,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,710.6999999999999
1260,flat,ireo the grand arch,sector 58,3.8,17560.0,2164.01,Super Built up area 2164(201.04 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,1,19.0,West,Moderately Old,2164.0,1700.0,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,167.0,721.3366666666667
1261,flat,dlf park place,sector 54,5.75,24688.0,2329.07,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,3,12.0,North-East,Relatively New,2329.0,1900.0,1700.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,776.3566666666667
1262,flat,dlf the belaire,sector 54,10.0,24557.0,4072.16,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4.0,5.0,3+,17.0,North,Moderately Old,4072.0,3000.0,2800.0,0.0,1.0,0.0,0.0,0.0,2.0,167.0,1018.04
1263,flat,suncity platinum towers,sector 28,6.2,23091.0,2685.03,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,4.0,3+,21.0,South,Relatively New,2685.0,2000.0,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0,895.0100000000001
1264,flat,emaar palm gardens,sector 83,1.75,9210.0,1900.11,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,West,Relatively New,1900.0,1600.0,1240.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0,633.37
1265,flat,dlf the ultima,sector 81,2.4,11257.0,2132.01,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,2,10.0,North-West,Relatively New,2132.0,1800.0,1400.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,710.6700000000001
1266,flat,emaar palm gardens,sector 83,1.75,9210.0,1900.11,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,East,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,1.0,174.0,633.37
1267,flat,godrej frontier,sector 80,1.4,6189.0,2262.08,Super Built up area 2262(210.15 sq.m.)Built Up area: 1922 sq.ft. (178.56 sq.m.)Carpet area: 1634 sq.ft. (151.8 sq.m.),3.0,4.0,2,6.0,South,Moderately Old,2262.0,1922.0,1634.0,0.0,1.0,0.0,1.0,0.0,0.0,111.0,754.0266666666666
1269,flat,ramsons kshitij,sector 95,0.17,544.0,3125.0,Carpet area: 3212 (298.4 sq.m.),1.0,1.0,1,12.0,North-East,Relatively New,,,3212.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3125.0
1272,flat,rof ananda,sector 95,0.38,524.0,7250.0,Carpet area: 64412 (5984.07 sq.m.),3.0,2.0,1,12.0,North,Relatively New,,,64412.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2416.6666666666665
1274,flat,rof ananda,sector 95,0.2,5463.0,366.1,Carpet area: 366.08 (34.01 sq.m.),1.0,1.0,1,10.0,West,Relatively New,,,366.080239,0.0,0.0,0.0,0.0,0.0,0.0,82.0,366.1
1275,flat,chd avenue,sector 71,1.2,7407.0,1620.09,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1620.0,,,0.0,0.0,0.0,0.0,1.0,1.0,49.0,540.03
1276,flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.0,1215.04,Super Built up area 1215(112.88 sq.m.),2.0,2.0,3,7.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,1.0,49.0,607.52
1277,flat,indiabulls centrum park,sector 103,1.34,7486.0,1790.01,Super Built up area 1790(166.3 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+,13.0,South-East,Relatively New,1790.0,,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,596.67
1278,flat,ats triumph,sector 104,2.5,7936.0,3150.2,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,14.0,North-East,New Property,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,21.0,787.55
1279,flat,puri diplomatic greens,sector 111,3.7,12542.0,2950.09,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),4.0,5.0,3+,12.0,South-East,Relatively New,2950.0,2650.0,2450.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0,737.5225
1280,flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3.0,2.0,2,5.0,South-East,Moderately Old,1500.0,,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,500.0
1281,flat,alpha corp gurgaonone,sector 84,2.2,6406.0,3434.28,Super Built up area 3434(319.03 sq.m.),4.0,4.0,3+,15.0,South-West,Relatively New,3434.0,,,0.0,1.0,0.0,0.0,0.0,0.0,97.0,858.57
1282,flat,dlf the belaire,sector 54,7.0,23333.0,3000.04,Super Built up area 3000(278.71 sq.m.),4.0,6.0,3+,12.0,East,Moderately Old,3000.0,,,0.0,1.0,1.0,1.0,0.0,1.0,108.0,750.01
1283,flat,ats triumph,sector 104,2.6,8253.0,3150.37,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,12.0,South,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,118.0,787.5925
1284,flat,mahindra luminare,sector 59,5.8,19173.0,3025.09,Carpet area: 3025 (281.03 sq.m.),3.0,4.0,3,16.0,North-East,New Property,,,3025.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,1008.3633333333333
1285,flat,shree vardhman victoria,sector 70,1.8,9230.0,1950.16,Super Built up area 1950(181.16 sq.m.),3.0,3.0,3+,10.0,North-East,New Property,1950.0,,,0.0,0.0,0.0,0.0,1.0,1.0,49.0,650.0533333333334
1286,flat,m3m skywalk,sector 74,1.4,9831.0,1424.07,Super Built up area 1424(132.29 sq.m.),2.0,2.0,2,17.0,North-East,New Property,1424.0,,,0.0,0.0,0.0,0.0,0.0,1.0,167.0,712.035
1287,flat,ss the leaf,sector 85,2.05,7290.0,2812.07,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,2812.0,2500.0,2250.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,703.0175
1288,flat,ss the leaf,sector 85,1.17,6720.0,1741.07,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3.0,3,10.0,South-East,Relatively New,1741.0,1550.0,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,870.535
1289,flat,dlf the skycourt,sector 86,1.58,8190.0,1929.18,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,1,16.0,North,Relatively New,1929.0,1750.0,1450.0,0.0,0.0,0.0,1.0,0.0,1.0,152.0,643.0600000000001
1290,flat,dlf regal gardens,sector 90,1.25,8116.0,1540.17,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3.0,3.0,3,8.0,South-East,Relatively New,1702.0,1640.0,1540.0,0.0,0.0,0.0,1.0,0.0,0.0,158.0,513.39
1291,flat,rof ananda,sector 95,0.37,5744.0,644.15,Carpet area: 644.12 (59.84 sq.m.),3.0,2.0,1,6.0,South-East,Relatively New,,,644.111776,0.0,0.0,0.0,1.0,0.0,1.0,72.0,214.71666666666667
1292,flat,rof ananda,sector 95,0.38,5899.0,644.18,Carpet area: 644.12 (59.84 sq.m.),3.0,2.0,1,2.0,South-East,Relatively New,,,644.111776,0.0,0.0,0.0,1.0,0.0,1.0,66.0,214.72666666666666
1293,flat,rof ananda,sector 95,0.32,5827.0,549.17,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,9.0,North,Relatively New,,,549.174178,0.0,0.0,0.0,1.0,0.0,1.0,71.0,274.585
1294,flat,rof ananda,sector 95,0.32,5736.0,557.88,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,10.0,North,Relatively New,,,549.174178,0.0,0.0,0.0,1.0,0.0,1.0,50.0,278.94
1295,flat,rof ananda,sector 95,0.2,5463.0,366.1,Carpet area: 366.08 (34.01 sq.m.),1.0,1.0,1,9.0,South-West,Relatively New,,,366.080239,0.0,0.0,0.0,1.0,0.0,0.0,52.0,366.1
1296,flat,rof ananda,sector 95,0.2,5599.0,357.21,Carpet area: 366.08 (34.01 sq.m.),1.0,1.0,1,2.0,South-West,Relatively New,,,366.080239,0.0,0.0,0.0,1.0,0.0,0.0,53.0,357.21
1297,flat,mapsko royale ville,sector 82,1.22,7176.0,1700.11,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,5.0,3+,10.0,South-West,Relatively New,2300.0,2000.0,1700.0,0.0,1.0,0.0,1.0,0.0,1.0,76.0,566.7033333333333
1298,flat,spaze privy at,sector 84,1.35,9642.0,1400.12,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1918.0,1750.0,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,466.70666666666665
1299,flat,signature andour heights,sector 71,0.55,8607.0,639.01,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2.0,2.0,1,7.0,South-East,Relatively New,639.0,600.0,541.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,319.505
1300,flat,sare homes,sector 92,1.12,5358.0,2090.33,Carpet area: 2090 (194.17 sq.m.),4.0,4.0,2,12.0,North-West,Relatively New,,,2090.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,522.5825
1301,flat,sare homes,sector 92,1.1,5347.0,2057.23,Carpet area: 2057 (191.1 sq.m.),4.0,4.0,3,4.0,North-West,Relatively New,,,2057.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,514.3075
1302,flat,sare homes,sector 92,0.68,5238.0,1298.21,Carpet area: 1298 (120.59 sq.m.),3.0,3.0,2,11.0,North-West,Relatively New,,,1298.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,432.7366666666667
1303,flat,sare homes,sector 92,1.19,5219.0,2280.13,Carpet area: 2280 (211.82 sq.m.),4.0,3.0,3,14.0,North,Relatively New,,,2280.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,570.0325
1304,flat,suncity avenue,sector 102,0.47,8928.0,526.43,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,South-East,Relatively New,632.0,,532.0,0.0,0.0,1.0,0.0,0.0,0.0,142.0,263.215
1305,flat,ats kocoon,sector 109,2.95,10350.0,2850.24,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),4.0,4.0,3+,7.0,South-East,Relatively New,,3150.0,2850.0,0.0,1.0,1.0,0.0,0.0,1.0,158.0,712.56
1306,flat,bestech park view residency,sector 2,0.98,6261.0,1565.25,Super Built up area 1565(145.39 sq.m.),2.0,2.0,3,14.0,South-West,Moderately Old,1565.0,,,1.0,0.0,0.0,0.0,0.0,0.0,92.0,782.625
1307,flat,bestech park view residency,sector 2,1.55,8072.0,1920.22,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,10.0,East,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,100.0,640.0733333333334
1308,flat,bestech park view residency,sector 2,1.01,7137.0,1415.16,Super Built up area 1415(131.46 sq.m.),2.0,2.0,3,0.0,East,Moderately Old,1415.0,,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,707.58
1309,flat,bestech park view residency,sector 2,1.51,7890.0,1913.81,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,8.0,West,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,92.0,637.9366666666666
1310,flat,bestech park view residency,sector 2,1.4,7865.0,1780.04,Super Built up area 1780(165.37 sq.m.),3.0,3.0,3+,8.0,South-West,Moderately Old,1780.0,,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,593.3466666666667
1311,flat,bestech park view residency,sector 2,1.59,8281.0,1920.06,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,11.0,North-West,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,100.0,640.02
1312,flat,bestech park view residency,sector 2,0.56,8632.0,648.75,Carpet area: 651 (60.48 sq.m.),1.0,2.0,2,7.0,North-East,Moderately Old,,,651.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,648.75
1313,flat,conscient heritage max,sector 102,2.0,9306.0,2149.15,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4.0,3+,13.0,North-East,Relatively New,2149.0,1900.0,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,716.3833333333333
1314,flat,emaar gurgaon greens,sector 102,1.35,10800.0,1250.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,4.0,3+,9.0,North-East,Relatively New,1650.0,1400.0,1250.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,416.6666666666667
1315,flat,bptp amstoria,sector 102,1.9,8444.0,2250.12,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,3.0,3+,1.0,North-East,Relatively New,2727.0,2500.0,2250.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,750.04
1316,flat,conscient heritage max,sector 102,1.7,11333.0,1500.04,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3+,8.0,North-East,Relatively New,1942.0,1700.0,1500.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,500.0133333333333
1317,flat,paras dews,sector 106,1.15,7419.0,1550.07,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,1760.0,1650.0,1550.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,516.6899999999999
1318,flat,ss the coralwood,sector 84,1.1,5820.0,1890.03,Super Built up area 1890(175.59 sq.m.),3.0,3.0,3+,12.0,East,Moderately Old,1890.0,,,0.0,0.0,0.0,0.0,0.0,1.0,104.0,630.01
1319,flat,emaar gurgaon greens,sector 102,1.3,7878.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,4.0,East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,1.0,125.0,550.0566666666667
1320,flat,ireo the grand arch,sector 58,4.85,16934.0,2864.06,Carpet area: 2864 (266.07 sq.m.),4.0,5.0,3,23.0,North-West,Relatively New,,,2864.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,716.015
1321,flat,ireo the grand arch,sector 58,2.2,16000.0,1375.0,Carpet area: 1375 (127.74 sq.m.),2.0,2.0,1,5.0,East,Relatively New,,,1375.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,687.5
1322,flat,experion the heartsong,sector 108,1.25,9259.0,1350.04,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,1.0,South-East,Relatively New,1758.0,1500.0,1350.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0,450.0133333333333
1323,flat,experion the heartsong,sector 108,1.55,7738.0,2003.1,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,667.6999999999999
1324,flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,1852.03,Super Built up area 1852(172.06 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,15.0,North-East,New Property,1852.0,1700.0,1450.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,617.3433333333334
1325,flat,bestech park view sanskruti,sector 92,1.6,8020.0,1995.01,Super Built up area 1995(185.34 sq.m.)Built Up area: 1615 sq.ft. (150.04 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3.0,4.0,3+,10.0,North-West,Relatively New,1995.0,1615.0,1476.0,0.0,1.0,0.0,0.0,1.0,1.0,174.0,665.0033333333333
1326,flat,emaar mgf the palm drive,sector 66,3.0,14285.0,2100.11,Super Built up area 2100(195.1 sq.m.),4.0,5.0,3+,10.0,East,Relatively New,2100.0,,,0.0,1.0,0.0,0.0,0.0,1.0,49.0,525.0275
1327,flat,ireo the grand arch,sector 58,2.2,16000.0,1375.0,Super Built up area 1375(127.74 sq.m.),2.0,2.0,2,6.0,North-East,Relatively New,1375.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,687.5
1328,flat,experion windchants,sector 112,5.2,10726.0,4848.03,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,6.0,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,1212.0075
1329,flat,dlf regency park,sector 28,2.35,13224.0,1777.07,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3,8.0,South-East,Old Property,1777.0,1700.0,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,109.0,592.3566666666667
1330,flat,emaar mgf emerald floors premier,sector 65,2.77,14025.0,1975.04,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3+,3.0,North-East,Relatively New,,,1975.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,493.76
1331,flat,emaar mgf emerald floors premier,sector 65,2.7,16363.0,1650.06,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,5.0,North-West,Relatively New,,,1650.0,0.0,1.0,1.0,0.0,0.0,1.0,108.0,550.02
1332,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.05,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,3.0,East,Relatively New,,,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,124.0,550.0166666666667
1333,flat,emaar mgf emerald floors premier,sector 65,2.79,14126.0,1975.08,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3+,2.0,South-West,Relatively New,,,1975.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,493.77
1334,flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,1650.05,Carpet area: 1650 (153.29 sq.m.),3.0,4.0,3,3.0,South-West,Relatively New,,,1650.0,1.0,1.0,1.0,1.0,0.0,2.0,174.0,550.0166666666667
1335,flat,the lions cghs,sector 56,2.1,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,8.0,West,Old Property,2400.0,2200.0,2000.0,0.0,0.0,0.0,0.0,1.0,1.0,166.0,800.0
1336,flat,rail vihar cghs,sector 56,1.35,10384.0,1300.08,Super Built up area 1300(120.77 sq.m.)Built Up area: 1275 sq.ft. (118.45 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,2.0,2,1.0,West,Old Property,1300.0,1275.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,159.0,433.35999999999996
1337,flat,puri emerald bay,sector 104,2.23,9911.0,2250.03,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,4.0,3+,10.0,East,Relatively New,2450.0,,2250.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0,750.0100000000001
1338,flat,experion the heartsong,sector 108,2.08,9904.0,2100.16,Built Up area: 2631 (244.43 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,,2631.0,2100.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0,525.04
1339,flat,experion the heartsong,sector 108,1.3,8344.0,1558.01,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),3.0,3.0,3+,7.0,South-West,Relatively New,1758.0,,1558.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,519.3366666666667
1340,flat,suncity avenue,sector 102,0.48,9022.0,532.03,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,North-East,Relatively New,632.0,,532.0,0.0,0.0,1.0,0.0,0.0,0.0,159.0,266.015
1341,flat,sobha city,sector 108,2.33,14463.0,1611.01,Built Up area: 1711 (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3.0,3.0,3,17.0,North-East,Relatively New,,1711.0,1611.0,0.0,0.0,1.0,0.0,0.0,1.0,159.0,537.0033333333333
1342,flat,parsvnath green ville,sector 48,1.75,7201.0,2430.22,Super Built up area 2430(225.75 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,7.0,South,Old Property,2430.0,2200.0,1800.0,0.0,1.0,0.0,0.0,0.0,2.0,109.0,810.0733333333333
1343,flat,parsvnath green ville,sector 48,1.6,8376.0,1910.22,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,13.0,North-West,Old Property,1910.0,1700.0,1600.0,0.0,0.0,0.0,0.0,1.0,1.0,119.0,636.74
1344,flat,parsvnath green ville,sector 48,1.5,8787.0,1707.07,Super Built up area 1707(158.59 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,1.0,North,Old Property,1707.0,1600.0,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,569.0233333333333
1345,flat,orchid petals,sector 49,1.9,10526.0,1805.05,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,2.0,South,Old Property,1805.0,1600.0,1400.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,601.6833333333333
1346,flat,ireo skyon,sector 60,3.7,13214.0,2800.06,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3,10.0,South,Relatively New,2800.0,,,0.0,1.0,0.0,0.0,0.0,1.0,165.0,700.015
1347,flat,ireo skyon,sector 60,3.75,13392.0,2800.18,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3,15.0,South,Relatively New,2800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,167.0,700.045
1348,flat,m3m merlin,sector 67,3.4,14418.0,2358.16,Super Built up area 2358(219.07 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,4.0,3,15.0,South,Relatively New,2358.0,,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,110.0,786.0533333333333
1349,flat,ats kocoon,sector 109,2.2,10023.0,2194.95,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4.0,3,8.0,North-East,Relatively New,2095.0,1860.0,,0.0,1.0,0.0,0.0,0.0,0.0,156.0,731.65
1350,flat,vatika gurgaon,sector 83,0.83,6666.0,1245.12,Super Built up area 1245(115.66 sq.m.)Built Up area: 1154 sq.ft. (107.21 sq.m.)Carpet area: 945 sq.ft. (87.79 sq.m.),2.0,2.0,2,12.0,North,Relatively New,1245.0,1154.0,945.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0,622.56
1351,flat,emaar gurgaon greens,sector 102,1.45,8787.0,1650.17,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,7.0,North-East,Relatively New,1650.0,,,0.0,1.0,0.0,0.0,0.0,0.0,159.0,550.0566666666667
1352,flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,1924.96,Super Built up area 1827(169.73 sq.m.),3.0,3.0,3,1.0,North-East,Relatively New,1827.0,,,0.0,0.0,0.0,0.0,0.0,0.0,151.0,641.6533333333333
