,property_type,society,sector,price,persf_area,area,areaWithType,bedroom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
1353,flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16454.0,589.52,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2.0,2.0,2,10.0,North-East,Relatively New,915.0,,589.49,0.0,0.0,0.0,0.0,0.0,0.0,151.0,294.76
1354,flat,adani m2k oyster grande,sector 102,2.35,8468.0,2775.15,Super Built up area 2598(241.36 sq.m.),3.0,3.0,3,14.0,East,Relatively New,2598.0,,,1.0,1.0,0.0,0.0,0.0,1.0,165.0,925.0500000000001
1355,flat,adani m2k oyster grande,sector 102,1.9,9105.0,2086.77,Super Built up area 1889(175.49 sq.m.),3.0,4.0,3,8.0,North-East,Relatively New,1889.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,695.59
1356,flat,pyramid urban homes 2,sector 86,0.43,8582.0,501.05,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,New Property,,,501.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,250.525
1357,flat,shree vardhman victoria,sector 70,1.62,8307.0,1950.16,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,9.0,North,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,650.0533333333334
1358,flat,ss the leaf,sector 85,1.99,8659.0,2298.19,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),3.0,4.0,3+,17.0,East,Relatively New,2408.0,2398.0,2298.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,766.0633333333334
1359,flat,shree vardhman victoria,sector 70,1.23,9111.0,1350.02,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,1.0,North-East,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,43.0,675.01
1360,flat,shree vardhman victoria,sector 70,1.63,8358.0,1950.23,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,12.0,East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,650.0766666666667
1361,flat,shree vardhman victoria,sector 70,1.64,8384.0,1956.11,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,3.0,North,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,652.0366666666666
1362,flat,shree vardhman victoria,sector 70,1.25,9259.0,1350.04,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,3.0,East,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,43.0,675.02
1363,flat,sbtl caladium,sector 109,1.9,6219.0,3055.15,Super Built up area 3055(283.82 sq.m.),4.0,4.0,3,8.0,North-East,Relatively New,3055.0,,,0.0,1.0,0.0,0.0,0.0,0.0,151.0,763.7875
1364,flat,sbtl caladium,sector 109,1.2,6382.0,1880.29,Super Built up area 1880(174.66 sq.m.),3.0,2.0,2,8.0,South,Relatively New,1880.0,,,0.0,0.0,0.0,0.0,0.0,0.0,151.0,626.7633333333333
1365,flat,sbtl caladium,sector 109,1.63,6404.0,2545.28,Super Built up area 2545(236.44 sq.m.),3.0,3.0,2,8.0,North-West,Relatively New,2545.0,,,0.0,1.0,0.0,0.0,0.0,0.0,159.0,848.4266666666667
1366,flat,dlf regal gardens,sector 90,1.23,7052.0,1744.19,Super Built up area 1744(162.02 sq.m.),3.0,3.0,2,19.0,North,Relatively New,1744.0,,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,581.3966666666666
1367,flat,pyramid urban homes 2,sector 86,0.43,8582.0,501.05,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,New Property,,,501.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,250.525
1368,flat,ss the leaf,sector 85,1.07,6524.0,1640.1,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,21.0,South,Relatively New,1640.0,,,0.0,0.0,0.0,1.0,0.0,0.0,67.0,820.05
1369,flat,orris aster court premier,sector 85,1.73,6757.0,2560.31,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4.0,5.0,3+,8.0,East,Relatively New,2560.0,2017.0,,0.0,1.0,0.0,0.0,0.0,0.0,16.0,640.0775
1370,flat,orris aster court premier,sector 85,1.45,6839.0,2120.19,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3.0,4.0,2,3.0,North,New Property,2120.0,1616.0,,0.0,1.0,0.0,0.0,0.0,0.0,16.0,706.73
1371,flat,dlf the primus,sector 82a,1.87,10394.0,1799.11,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3,31.0,East,Moderately Old,1799.0,,1538.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,599.7033333333333
1372,flat,dlf the primus,sector 82a,1.85,10176.0,1818.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3,15.0,East,Moderately Old,1818.0,,1538.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,606.0
1373,flat,dlf regal gardens,sector 90,1.75,7900.0,2215.19,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,2215.0,,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,553.7975
1374,flat,microtek greenburg,sector 86,1.23,8310.0,1480.14,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,13.0,South,Relatively New,1480.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,740.07
1375,flat,microtek greenburg,sector 86,1.25,8445.0,1480.17,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,13.0,West,Moderately Old,1480.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,740.085
1376,flat,experion windchants,sector 112,5.6,11551.0,4848.07,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4.0,6.0,3+,8.0,North-East,Relatively New,4848.0,3655.35,,0.0,1.0,0.0,0.0,0.0,1.0,168.0,1212.0175
1377,flat,bestech park view ananda,sector 81,1.45,8011.0,1810.01,Super Built up area 1810(168.15 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,8.0,North,Relatively New,1810.0,1650.0,1500.0,0.0,0.0,0.0,0.0,1.0,1.0,128.0,603.3366666666667
1378,flat,dlf the primus,sector 82a,2.7,10481.0,2576.09,Super Built up area 2576(239.32 sq.m.)Carpet area: 1306 sq.ft. (121.33 sq.m.),4.0,4.0,3+,18.0,East,Moderately Old,2576.0,,1306.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,644.0225
1379,flat,pyramid urban homes 2,sector 86,0.42,8483.0,495.11,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,2.0,North-East,New Property,,,501.0,1.0,1.0,0.0,1.0,1.0,0.0,84.0,247.555
1380,flat,dlf the ultima,sector 81,3.45,12356.0,2792.17,Super Built up area 2792(259.39 sq.m.),4.0,4.0,3+,25.0,East,Moderately Old,2792.0,,,0.0,1.0,0.0,0.0,0.0,0.0,67.0,698.0425
1381,flat,dlf the ultima,sector 81,3.25,11805.0,2753.07,Super Built up area 2753(255.76 sq.m.),4.0,4.0,3+,11.0,North-West,Moderately Old,2753.0,,,0.0,1.0,0.0,0.0,0.0,0.0,28.0,688.2675
1382,flat,apex our homes,sector 37c,0.35,3783.0,925.19,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,1,7.0,East,Relatively New,925.0,850.0,800.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,462.595
1383,flat,apex our homes,sector 37c,0.33,3567.0,925.15,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,1,3.0,West,Relatively New,925.0,850.0,800.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,462.575
1384,flat,ramprastha primera,sector 37d,1.1,6111.0,1800.03,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,6.0,North-West,Relatively New,1800.0,1700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,600.01
1385,flat,ramprastha primera,sector 37d,1.08,6000.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,9.0,South,Relatively New,1800.0,1700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,600.0
1386,flat,bptp terra,sector 37d,1.4,7730.0,1811.13,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3.0,3.0,3,5.0,South-East,Relatively New,1811.0,1711.0,1611.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,603.71
1387,flat,bptp terra,sector 37d,1.65,7530.0,2191.24,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4.0,3.0,3+,6.0,West,Relatively New,2191.0,2091.0,1991.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,547.81
1388,flat,bptp terra,sector 37d,1.67,7622.0,2191.03,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4.0,4.0,3,11.0,West,Relatively New,2191.0,2091.0,1991.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,547.7575
1389,flat,bptp terra,sector 37d,1.45,8006.0,1811.14,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3.0,3.0,3,8.0,South-East,Relatively New,1811.0,1711.0,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,603.7133333333334
1390,flat,adani m2k oyster grande,sector 102,2.61,10046.0,2598.05,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,3,14.0,North-East,Relatively New,2598.0,2200.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,866.0166666666668
1391,flat,indiabulls centrum park,sector 103,1.32,7787.0,1695.13,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3+,6.0,North-East,Relatively New,1695.0,1300.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,565.0433333333334
1392,flat,emaar gurgaon greens,sector 102,1.45,8787.0,1650.17,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1650.0,1300.0,1100.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,550.0566666666667
1394,flat,eldeco accolade,sohna road,0.73,5775.0,1264.07,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2.0,2.0,3,5.0,West,Relatively New,1264.0,,730.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,632.035
1395,flat,eldeco accolade,sohna road,0.71,4907.0,1446.91,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,10.0,North-East,Relatively New,1457.0,,849.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,723.455
1396,flat,eldeco accolade,sohna road,0.66,5181.0,1273.89,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2.0,2.0,3,12.0,North-West,Relatively New,1264.0,,730.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,636.945
1397,flat,signature global park,sohna road,0.9,6254.0,1439.08,Carpet area: 1439 (133.69 sq.m.),3.0,3.0,3,3.0,North-West,Relatively New,,,1439.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,479.6933333333333
1398,flat,signature global park,sohna road,0.78,6404.0,1217.99,Carpet area: 1210 (112.41 sq.m.),3.0,3.0,3,1.0,South-East,Relatively New,,,1210.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,405.99666666666667
1399,flat,signature global park,sohna road,0.7,6071.0,1153.02,Carpet area: 1153 (107.12 sq.m.),3.0,3.0,3,2.0,North,Relatively New,,,1153.0,0.0,0.0,0.0,1.0,0.0,0.0,152.0,384.34
1400,flat,signature global park,sohna road,0.53,6295.0,841.94,Carpet area: 845 (78.5 sq.m.),2.0,2.0,2,1.0,East,Relatively New,,,845.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,420.97
1401,flat,signature global park,sohna road,0.52,6326.0,822.0,Carpet area: 822 (76.37 sq.m.),2.0,2.0,2,3.0,North-West,Relatively New,,,822.0,0.0,0.0,0.0,1.0,0.0,0.0,161.0,411.0
1402,flat,signature global park,sohna road,0.91,6289.0,1446.97,Carpet area: 1439 (133.69 sq.m.),3.0,3.0,3,1.0,West,Relatively New,,,1439.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0,482.3233333333333
1403,flat,signature global park,sohna road,0.53,6386.0,829.94,Carpet area: 822 (76.37 sq.m.),2.0,2.0,2,2.0,North-East,Relatively New,,,822.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,414.97
1404,flat,corona optus,sector 37c,1.2,6916.0,1735.11,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),3.0,4.0,3,8.0,South-West,Relatively New,1735.0,1635.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,578.37
1405,flat,corona optus,sector 37c,1.22,6912.0,1765.05,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3.0,4.0,3,5.0,South-East,Relatively New,1765.0,1665.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,588.35
1406,flat,corona optus,sector 37c,1.4,7035.0,1990.05,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3.0,3.0,3+,4.0,South,Relatively New,1990.0,1890.0,1790.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,663.35
1407,flat,eldeco accolade,sohna road,0.73,5752.0,1269.12,Super Built up area 1269(117.89 sq.m.),2.0,2.0,3,9.0,North-East,Relatively New,1269.0,,,0.0,0.0,0.0,1.0,0.0,0.0,103.0,634.56
1408,flat,eldeco accolade,sohna road,0.72,4975.0,1447.24,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,12.0,East,Relatively New,1457.0,,849.0,1.0,0.0,0.0,0.0,0.0,0.0,152.0,723.62
1409,flat,eldeco accolade,sohna road,0.72,5735.0,1255.45,Carpet area: 1264 (117.43 sq.m.),2.0,2.0,3,8.0,West,Relatively New,,,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,627.725
1410,flat,signature global park,sohna road,0.72,5991.0,1201.8,Super Built up area 1210(112.41 sq.m.),2.0,2.0,3,3.0,North-West,Relatively New,1210.0,,,0.0,0.0,0.0,1.0,0.0,0.0,158.0,600.9
1411,flat,signature global park,sohna road,0.54,6331.0,852.95,Carpet area: 845 (78.5 sq.m.),2.0,2.0,2,4.0,West,Relatively New,,,845.0,0.0,0.0,0.0,1.0,0.0,0.0,159.0,426.475
1412,flat,signature global park,sohna road,0.67,5537.0,1210.04,Super Built up area 1210(112.41 sq.m.),2.0,2.0,3,4.0,North-East,Relatively New,1210.0,,,0.0,0.0,0.0,1.0,0.0,0.0,127.0,605.02
1413,flat,signature global park,sohna road,0.78,6446.0,1210.05,Carpet area: 1210 (112.41 sq.m.),3.0,3.0,3,3.0,South-West,Relatively New,,,1210.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,403.34999999999997
1414,flat,signature global park,sohna road,0.65,5637.0,1153.1,Super Built up area 1153(107.12 sq.m.),2.0,2.0,2,2.0,North-West,Relatively New,1153.0,,,0.0,0.0,0.0,1.0,0.0,0.0,118.0,576.55
1415,flat,puri diplomatic greens,sector 111,3.5,11864.0,2950.1,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4.0,5.0,3+,10.0,North-East,Relatively New,2950.0,2700.0,2500.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,737.525
1416,flat,ireo uptown,sector 66,4.85,12999.0,3731.06,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),4.0,4.0,3+,15.0,North,Relatively New,3731.0,3500.0,3300.0,1.0,1.0,1.0,1.0,0.0,1.0,156.0,932.765
1417,flat,dlf new town heights,sector 90,1.9,6967.0,2727.14,Super Built up area 2727(253.35 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,4.0,3+,19.0,North-East,Relatively New,2727.0,,2300.0,0.0,1.0,1.0,0.0,0.0,1.0,174.0,681.785
1418,flat,pareena coban residences,sector 99a,1.56,7811.0,1997.18,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,4.0,North-East,New Property,1997.0,,,0.0,1.0,0.0,0.0,1.0,0.0,49.0,665.7266666666667
1419,flat,tata primanti,sector 72,4.0,13769.0,2905.08,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4.0,5.0,3+,9.0,North-East,Relatively New,2905.0,2800.0,2500.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,726.27
1420,flat,m3m merlin,sector 67,3.0,14655.0,2047.08,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3+,4.0,North-East,Relatively New,2047.0,1900.0,1800.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0,682.36
1421,flat,tata primanti,sector 72,3.3,15384.0,2145.09,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3+,10.0,North-East,Relatively New,2145.0,2000.0,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,715.0300000000001
1422,flat,emaar mgf the enclave,sector 66,2.1,12352.0,1700.13,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,2,12.0,North-East,Relatively New,1920.0,1800.0,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0,566.71
1423,flat,emaar mgf the enclave,sector 66,1.9,10555.0,1800.09,Super Built up area 1920(178.37 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,4.0,2,8.0,North-East,Relatively New,1920.0,1850.0,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,600.03
1424,flat,ireo uptown,sector 66,2.4,13064.0,1837.11,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,2.0,3,5.0,North-East,Relatively New,1837.0,1700.0,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0,612.37
1425,flat,m3m skywalk,sector 74,1.52,13342.0,1139.26,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2.0,2.0,3,6.0,South-East,Relatively New,1400.0,1250.0,1139.2,0.0,0.0,1.0,0.0,0.0,0.0,174.0,569.63
1426,flat,m3m skywalk,sector 74,1.48,12333.0,1200.03,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,13.0,North-East,Relatively New,1400.0,1300.0,1200.0,0.0,0.0,1.0,0.0,0.0,0.0,158.0,600.015
1427,flat,bestech park view grand spa,sector 81,2.29,8609.0,2660.01,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,10.0,North-East,Relatively New,2660.0,,2000.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,886.6700000000001
1428,flat,ireo the grand arch,sector 58,4.0,18484.0,2164.03,Super Built up area 2164(201.04 sq.m.),3.0,4.0,3,5.0,North-West,Old Property,2164.0,,,0.0,1.0,0.0,0.0,0.0,1.0,49.0,721.3433333333334
1429,flat,indiabulls enigma,sector 110,3.6,10588.0,3400.08,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3,7.0,North,Relatively New,3400.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,850.02
1430,flat,suncity vatsal valley,gwal pahari,1.38,9650.0,1430.05,Super Built up area 1430(132.85 sq.m.),3.0,3.0,2,1.0,East,Relatively New,1430.0,,,0.0,0.0,0.0,0.0,0.0,1.0,151.0,476.68333333333334
1431,flat,ats kocoon,sector 109,2.2,10501.0,2095.04,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4.0,3,13.0,West,Relatively New,2095.0,1860.0,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,698.3466666666667
1432,flat,indiabulls enigma,sector 110,4.49,11572.0,3880.06,Super Built up area 3880(360.46 sq.m.),5.0,5.0,3+,4.0,North-East,Relatively New,3880.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,776.012
1433,flat,indiabulls enigma,sector 110,3.49,10264.0,3400.23,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3,7.0,North-West,Relatively New,3400.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,850.0575
1434,flat,indiabulls enigma,sector 110,3.7,10882.0,3400.11,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3,7.0,South-West,Relatively New,3400.0,,,0.0,1.0,0.0,0.0,0.0,0.0,156.0,850.0275
1435,flat,emaar gurgaon greens,sector 102,1.42,8606.0,1650.01,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1650.0,,1022.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,550.0033333333333
1436,flat,ireo victory valley,sector 67,4.5,14097.0,3192.17,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4.0,4.0,3+,0.0,North,Relatively New,3192.0,3160.0,3000.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0,798.0425
1437,flat,ats triumph,sector 104,1.85,8078.0,2290.17,Super Built up area 2290(212.75 sq.m.),3.0,3.0,3+,24.0,East,Relatively New,2290.0,,,0.0,1.0,0.0,0.0,0.0,0.0,174.0,763.39
1438,flat,ats triumph,sector 104,2.62,8317.0,3150.17,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,14.0,North,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,174.0,787.5425
1439,flat,vatika gurgaon,sector 83,1.1,6162.0,1785.13,Super Built up area 1785(165.83 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,5.0,North-West,Relatively New,1785.0,1600.0,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,595.0433333333334
1440,flat,godrej,sector 79,1.33,8531.0,1559.02,Super Built up area 1559(144.84 sq.m.),2.0,2.0,3,6.0,North-West,Relatively New,1559.0,,,1.0,0.0,0.0,0.0,0.0,0.0,158.0,779.51
1441,flat,godrej,sector 79,1.34,8524.0,1572.03,Super Built up area 1572(146.04 sq.m.),2.0,2.0,3,2.0,North-West,Relatively New,1572.0,,,1.0,0.0,0.0,0.0,0.0,0.0,158.0,786.015
1442,flat,godrej,sector 79,1.18,8532.0,1383.03,Super Built up area 1383(128.48 sq.m.),2.0,2.0,3,7.0,North-West,Relatively New,1383.0,,,0.0,0.0,0.0,0.0,0.0,0.0,158.0,691.515
1443,flat,vatika gurgaon,sector 83,0.95,6574.0,1445.09,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,722.545
1444,flat,vatika gurgaon,sector 83,0.98,8166.0,1200.1,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,600.05
1445,flat,paras dews,sector 106,1.15,6534.0,1760.02,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,12.0,East,Relatively New,1760.0,1186.0,1130.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,586.6733333333333
1446,flat,tulip white,sector 69,0.9,6787.0,1326.06,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,3,6.0,North-East,Relatively New,,,1326.0,0.0,0.0,0.0,1.0,0.0,0.0,121.0,442.02
1447,flat,ats triumph,sector 104,2.52,8000.0,3150.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3+,19.0,North-East,Relatively New,3150.0,2800.0,2400.0,0.0,1.0,1.0,0.0,0.0,1.0,156.0,787.5
1448,flat,godrej,sector 79,2.01,8495.0,2366.1,Super Built up area 2366(219.81 sq.m.),3.0,4.0,3+,6.0,East,Relatively New,2366.0,,,0.0,1.0,0.0,0.0,0.0,0.0,158.0,788.6999999999999
1449,flat,godrej,sector 79,1.93,8532.0,2262.07,Super Built up area 2262(210.15 sq.m.),3.0,4.0,3+,5.0,East,Relatively New,2262.0,,,0.0,1.0,0.0,0.0,0.0,0.0,158.0,754.0233333333334
1450,flat,godrej,sector 79,1.28,8504.0,1505.17,Super Built up area 1505(139.82 sq.m.),3.0,3.0,3,7.0,North-East,Relatively New,1505.0,,,0.0,0.0,0.0,0.0,0.0,0.0,158.0,501.72333333333336
